sku,product_name,price,category,quantity,brand,description,supplier,warranty_period,stock_status
80578598,Widget,50.46,Toys,14.0,BrandA,Create action know save wonder.,SupplierZ,1 years,In Stock
99281144,Widget,190.87,Clothing,94.0,BrandD,Run up energy kid often offer response.,SupplierY,1 years,In Stock
24869256,Thingamajig,475.98,Books,42.0,BrandA,Least energy size sense sell.,SupplierZ,1 years,Limited
52051333,Gadget,313.71,Toys,5.0,BrandC,Memory day moment result.,SupplierZ,2 years,Out of Stock
40769851,Gadget,157.53,Books,44.0,BrandB,Ability similar mission PM write.,SupplierY,2 years,Limited
29130719,Widget,437.72,Grocery,17.0,BrandC,Tv cup soldier. Term special side assume.,SupplierX,2 years,Out of Stock
56682328,Doohickey,256.44,Electronics,40.0,BrandD,Floor break debate hundred manager.,SupplierY,3 years,In Stock
30028982,Widget,326.95,Home,23.0,BrandC,Best place adult action north cup.,SupplierZ,3 years,Out of Stock
94763775,Gadget,486.82,Grocery,27.0,BrandA,Recently machine other far least think.,SupplierY,2 years,Out of Stock
95592329,Widget,223.99,Electronics,19.0,BrandD,Respond time modern someone believe.,SupplierY,3 years,In Stock
18478402,Contraption,249.04,Books,62.0,BrandD,Nice leave leg meeting upon.,SupplierZ,3 years,Limited
66363897,Whatchamacallit,47.26,Toys,46.0,BrandA,Simply fast do ahead affect safe week close.,SupplierX,3 years,Limited
40979229,Gadget,283.85,Grocery,78.0,BrandC,Brother guess for Democrat live point help.,SupplierZ,3 years,Limited
80903024,Gadget,336.34,Electronics,87.0,BrandB,She heart truth paper toward single.,SupplierX,1 years,Out of Stock
28021261,Widget,241.65,Clothing,3.0,BrandD,Accept really son last no.,SupplierY,3 years,In Stock
35043522,Gadget,198.43,Books,75.0,BrandB,Everything join less pull week left direction.,SupplierX,1 years,Out of Stock
91245670,Whatchamacallit,104.68,Electronics,99.0,BrandC,Soldier state whether middle.,SupplierZ,3 years,Limited
29926251,Whatchamacallit,362.44,Toys,55.0,BrandC,Worker seem local model easy culture.,SupplierZ,1 years,Out of Stock
83101342,Thingamajig,238.56,Books,54.0,BrandD,Be participant detail forget. Since will choice.,SupplierX,2 years,Out of Stock
11191698,Whatchamacallit,493.69,Grocery,74.0,BrandD,Probably suffer model picture out.,SupplierY,1 years,Out of Stock
40263786,Thingamajig,452.67,Electronics,74.0,BrandA,Per though base involve part.,SupplierX,2 years,Out of Stock
77010766,Thingamajig,439.46,Clothing,39.0,BrandA,Term choice probably age mean off of myself.,SupplierY,1 years,In Stock
24440226,Thingamajig,457.89,Toys,37.0,BrandB,Former degree offer actually wall.,SupplierZ,1 years,Out of Stock
79663694,Widget,401.86,Electronics,77.0,BrandA,Such network quickly simple under treatment to.,SupplierY,2 years,In Stock
41081778,Doohickey,488.89,Clothing,87.0,BrandC,Cut recently white future cup.,SupplierY,3 years,Limited
04576051,Whatchamacallit,199.38,Grocery,71.0,BrandB,Event environmental customer glass.,SupplierY,2 years,In Stock
20669904,Doohickey,388.19,Clothing,22.0,BrandA,Affect million drop what.,SupplierZ,2 years,In Stock
40196336,Widget,488.65,Books,2.0,BrandD,Only necessary really.,SupplierX,1 years,Out of Stock
65463284,Thingamajig,218.19,Home,83.0,BrandC,Listen mother player here.,SupplierZ,1 years,Out of Stock
05418862,Contraption,113.13,Books,50.0,BrandC,Until system want ask kitchen matter win.,SupplierY,1 years,Out of Stock
45379444,Gadget,418.7,Home,67.0,BrandB,Before full common activity.,SupplierZ,3 years,In Stock
21674433,Gadget,36.67,Home,73.0,BrandA,Also ten pattern anything study.,SupplierX,3 years,Out of Stock
27754092,Widget,264.58,Books,1.0,BrandB,Build election attack vote himself.,SupplierZ,1 years,Out of Stock
33296616,Whatchamacallit,169.66,Electronics,84.0,BrandC,Pull move as.,SupplierZ,1 years,Limited
49466379,Contraption,237.84,Books,64.0,BrandA,Concern employee central thus reflect tonight.,SupplierY,1 years,Out of Stock
88320069,Thingamajig,339.63,Clothing,66.0,BrandB,Both for century follow sit themselves attack.,SupplierX,3 years,In Stock
12620296,Doohickey,270.1,Clothing,25.0,BrandA,Bill tough bar student other arrive and.,SupplierZ,2 years,In Stock
78526099,Doohickey,266.4,Books,46.0,BrandD,Charge physical star tree receive.,SupplierY,2 years,In Stock
68862718,Contraption,109.43,Electronics,2.0,BrandD,There final behavior strong reason safe identify.,SupplierZ,1 years,In Stock
69777653,Whatchamacallit,344.71,Toys,58.0,BrandB,Force able door realize day certainly big spend.,SupplierX,2 years,Out of Stock
26335063,Doohickey,24.7,Books,30.0,BrandC,Same however three build fly forward discuss.,SupplierZ,1 years,Out of Stock
21649264,Thingamajig,234.75,Clothing,32.0,BrandB,Trial nature protect special.,SupplierX,2 years,In Stock
53359339,Widget,25.73,Books,80.0,BrandA,From might material half.,SupplierX,3 years,Out of Stock
20454982,Thingamajig,29.21,Home,98.0,BrandC,Behavior writer nation fill religious force.,SupplierY,1 years,Limited
90093975,Thingamajig,161.67,Clothing,2.0,BrandD,Office so outside.,SupplierZ,1 years,Out of Stock
73456421,Doohickey,253.08,Electronics,83.0,BrandC,Seek wear return fall Mrs star.,SupplierX,2 years,Out of Stock
80207269,Thingamajig,154.15,Grocery,32.0,BrandB,Air me watch low among.,SupplierY,2 years,Limited
48113649,Doohickey,384.58,Toys,8.0,BrandA,For policy mouth until really pull president.,SupplierY,2 years,Out of Stock
31089197,Contraption,121.48,Home,30.0,BrandA,Account which beautiful indicate job lose.,SupplierX,2 years,In Stock
13574352,Thingamajig,66.44,Home,18.0,BrandA,Degree none poor front think carry.,SupplierY,2 years,In Stock
58409589,Doohickey,80.68,Clothing,68.0,BrandC,Community ago woman street brother talk standard.,SupplierZ,3 years,Out of Stock
90664557,Doohickey,145.55,Home,57.0,BrandB,Man political southern imagine her.,SupplierY,2 years,Limited
96446621,Thingamajig,114.01,Electronics,79.0,BrandA,Tough Mrs listen choose make. Upon they position.,SupplierZ,1 years,Out of Stock
24531771,Contraption,43.19,Electronics,15.0,BrandB,All right buy thank.,SupplierY,1 years,Limited
58491706,Thingamajig,499.92,Toys,89.0,BrandB,Especially wide page property reveal grow.,SupplierX,2 years,In Stock
14411915,Thingamajig,401.42,Electronics,89.0,BrandA,Show myself race we.,SupplierY,3 years,Out of Stock
60422651,Widget,256.56,Grocery,37.0,BrandB,Turn total stage class improve wall.,SupplierY,2 years,In Stock
74189342,Thingamajig,14.61,Electronics,78.0,BrandB,Among reason leader number per.,SupplierY,2 years,In Stock
05009992,Contraption,235.6,Grocery,58.0,BrandB,Economic theory no.,SupplierY,2 years,Limited
21212253,Widget,64.31,Electronics,36.0,BrandD,Seek and your nice.,SupplierZ,1 years,Limited
84078551,Contraption,413.83,Electronics,64.0,BrandD,Spend leader section company stage up them.,SupplierZ,3 years,Out of Stock
48095877,Widget,472.64,Toys,3.0,BrandA,Possible agree Mr remember.,SupplierX,2 years,Limited
32934526,Widget,16.1,Grocery,37.0,BrandB,Including kind describe fire.,SupplierY,3 years,Limited
01979480,Contraption,312.87,Electronics,77.0,BrandD,Might whatever win.,SupplierZ,3 years,Limited
86862783,Whatchamacallit,454.36,Electronics,27.0,BrandC,Against skill catch.,SupplierZ,2 years,Limited
14476655,Contraption,204.45,Grocery,68.0,BrandA,Successful cold several course chair way four.,SupplierZ,2 years,Out of Stock
23956674,Whatchamacallit,291.06,Grocery,53.0,BrandB,School such it style class floor.,SupplierX,3 years,Out of Stock
11208204,Whatchamacallit,459.08,Grocery,34.0,BrandD,Marriage decide space on section.,SupplierZ,3 years,Out of Stock
72856796,Doohickey,238.02,Toys,71.0,BrandC,Left consider throw world.,SupplierZ,3 years,In Stock
88594309,Whatchamacallit,360.0,Grocery,97.0,BrandC,Like eye heart owner shake my.,SupplierX,2 years,In Stock
87099621,Contraption,485.53,Electronics,10.0,BrandA,Poor wrong debate before parent summer.,SupplierY,2 years,Limited
35869351,Widget,206.27,Home,4.0,BrandC,Life manage fight they.,SupplierY,3 years,Out of Stock
60105202,Gadget,60.06,Books,22.0,BrandC,Small eat source if reveal become.,SupplierZ,1 years,Out of Stock
04789994,Thingamajig,348.04,Grocery,74.0,BrandC,Ok this run every word discuss product.,SupplierZ,2 years,In Stock
46381064,Whatchamacallit,131.71,Clothing,74.0,BrandD,Participant beat season resource until.,SupplierY,3 years,Out of Stock
55578950,Widget,372.42,Books,19.0,BrandA,City thousand ok few rate.,SupplierX,2 years,Out of Stock
63365993,Contraption,201.89,Home,53.0,BrandA,Imagine voice leg film give.,SupplierY,3 years,Out of Stock
37760663,Gadget,419.72,Clothing,20.0,BrandD,Whatever result authority media term happen.,SupplierY,3 years,Limited
53519245,Widget,246.01,Electronics,19.0,BrandB,Bad threat surface dream result.,SupplierX,1 years,Out of Stock
40979229,Contraption,253.08,Home,44.0,BrandA,Least energy size sense sell.,SupplierZ,3 years,Out of Stock
79761970,Widget,262.4,Books,30.0,BrandC,Design ahead thought anyone.,SupplierZ,3 years,Limited
84870537,Contraption,274.8,Toys,81.0,BrandA,Various score wait fine girl.,SupplierZ,3 years,In Stock
22317193,Doohickey,209.47,Grocery,60.0,BrandB,So itself threat against debate.,SupplierY,3 years,Out of Stock
81569786,Widget,485.74,Home,67.0,BrandD,System enough night ability away low.,SupplierX,2 years,In Stock
95268989,Contraption,123.75,Grocery,63.0,BrandD,Card word production expert property old.,SupplierZ,3 years,Out of Stock
36916245,Gadget,357.78,Electronics,48.0,BrandB,Yourself budget minute doctor scene.,SupplierZ,2 years,Limited
12682607,Doohickey,180.32,Toys,30.0,BrandD,Deal be event hundred forward popular.,SupplierY,1 years,Limited
75446512,Contraption,123.0,Home,36.0,BrandA,Key southern close side.,SupplierZ,2 years,In Stock
99106423,Thingamajig,445.46,Books,53.0,BrandD,Become himself down painting age best begin.,SupplierX,1 years,Limited
29273188,Contraption,234.1,Grocery,93.0,BrandC,Author bit might start size.,SupplierY,3 years,Limited
12471430,Contraption,344.97,Grocery,5.0,BrandA,Concern right fact table card.,SupplierX,3 years,Out of Stock
95615417,Doohickey,477.14,Toys,75.0,BrandB,Step happy thousand. Reach perform look could.,SupplierX,3 years,In Stock
06454371,Gadget,487.53,Clothing,26.0,BrandA,Never truth finally production.,SupplierY,3 years,In Stock
15113870,Thingamajig,196.26,Toys,76.0,BrandC,Hear bar interview age power always draw billion.,SupplierZ,3 years,Limited
73287001,Widget,272.19,Clothing,73.0,BrandC,A do lawyer politics actually name may.,SupplierY,1 years,Out of Stock
55463591,Widget,302.67,Electronics,79.0,BrandC,Weight question edge north she.,SupplierY,2 years,Out of Stock
77405562,Thingamajig,165.65,Electronics,89.0,BrandA,Source marriage book case large gun.,SupplierZ,1 years,Out of Stock
69786723,Contraption,274.21,Books,6.0,BrandA,If develop community raise agreement picture.,SupplierX,1 years,Out of Stock
38472565,Gadget,246.07,Grocery,19.0,BrandD,Quite week war one read development.,SupplierX,3 years,Out of Stock
50299119,Doohickey,415.65,Toys,56.0,BrandC,Design standard six risk religious plant provide.,SupplierZ,1 years,Limited
43355907,Widget,79.46,Grocery,62.0,BrandC,There above better cover return.,SupplierY,2 years,Limited
90732867,Contraption,308.31,Electronics,14.0,BrandD,Seem society south likely statement.,SupplierZ,2 years,Limited
71769820,Doohickey,130.99,Toys,91.0,BrandB,North final choose wind picture nor sit role.,SupplierY,1 years,In Stock
43056941,Widget,487.0,Clothing,50.0,BrandA,Particular deal pass that.,SupplierZ,1 years,In Stock
38838514,Widget,364.99,Books,76.0,BrandC,Pressure fly white process generation.,SupplierY,2 years,Out of Stock
70286571,Widget,362.95,Home,32.0,BrandC,Alone record choice school parent.,SupplierZ,1 years,In Stock
91593870,Gadget,236.13,Books,67.0,BrandA,Another quickly range body while.,SupplierX,2 years,Out of Stock
95373591,Doohickey,402.55,Books,2.0,BrandC,Such huge light hold. Girl remain example why.,SupplierY,2 years,Limited
59304326,Thingamajig,195.59,Electronics,29.0,BrandC,Man necessary lay follow quite quality read.,SupplierX,3 years,Out of Stock
19568997,Whatchamacallit,238.06,Toys,85.0,BrandC,Matter door nearly.,SupplierX,2 years,Out of Stock
41492543,Thingamajig,398.33,Electronics,14.0,BrandB,Weight they final southern cell.,SupplierX,1 years,Out of Stock
35119531,Whatchamacallit,390.57,Clothing,15.0,BrandA,Up author list lead fish daughter official.,SupplierY,2 years,Out of Stock
92945043,Thingamajig,117.48,Electronics,16.0,BrandD,Offer window feeling.,SupplierX,1 years,In Stock
18784732,Contraption,492.02,Home,37.0,BrandA,Green fund she low behavior response say.,SupplierY,3 years,Limited
06099282,Contraption,419.25,Electronics,9.0,BrandC,Growth hundred this Congress.,SupplierZ,2 years,Out of Stock
36462452,Thingamajig,298.14,Books,54.0,BrandB,Yet film long economic with future.,SupplierZ,2 years,Out of Stock
45288135,Contraption,224.55,Clothing,36.0,BrandB,Outside value these spend cause resource.,SupplierY,3 years,Out of Stock
11276401,Doohickey,189.45,Electronics,33.0,BrandC,Ago total worker. Family amount owner business.,SupplierY,1 years,Out of Stock
04400240,Contraption,42.73,Grocery,47.0,BrandB,Near by if recently.,SupplierZ,2 years,Limited
62164184,Thingamajig,492.19,Clothing,81.0,BrandA,Operation our simple require former.,SupplierY,1 years,In Stock
62891738,Whatchamacallit,256.13,Home,29.0,BrandA,Action lot accept him herself require sit learn.,SupplierZ,1 years,Limited
69167607,Widget,163.12,Clothing,11.0,BrandD,State light under leg hotel.,SupplierZ,3 years,In Stock
78264731,Gadget,126.9,Grocery,31.0,BrandA,Still still practice country water.,SupplierZ,2 years,Limited
48236973,Thingamajig,348.87,Clothing,1.0,BrandC,Oil along remain sure. Entire thus to.,SupplierX,1 years,In Stock
45948657,Doohickey,417.27,Home,61.0,BrandC,Leg easy hear born unit. Particular bit partner.,SupplierY,1 years,In Stock
06310318,Widget,382.92,Electronics,97.0,BrandB,Enter husband owner star.,SupplierY,2 years,Limited
63437218,Whatchamacallit,453.46,Toys,36.0,BrandD,Loss hit nor another spend benefit.,SupplierX,2 years,Limited
55499811,Whatchamacallit,382.48,Home,76.0,BrandB,Successful how serve tough above.,SupplierZ,1 years,Out of Stock
05437757,Whatchamacallit,429.23,Home,39.0,BrandB,Mention as name fast color almost mean.,SupplierY,2 years,Out of Stock
49238549,Widget,27.43,Home,29.0,BrandA,Until finally away now officer position.,SupplierY,3 years,Out of Stock
68742522,Doohickey,31.94,Electronics,14.0,BrandB,Most bag employee great community top offer.,SupplierY,1 years,Out of Stock
82960049,Doohickey,359.73,Home,12.0,BrandC,Republican keep group argue day analysis.,SupplierZ,3 years,Out of Stock
69674525,Whatchamacallit,142.56,Electronics,80.0,BrandA,Store upon upon capital increase maintain head.,SupplierY,1 years,Limited
38840326,Doohickey,328.87,Grocery,61.0,BrandD,Morning your wear participant weight writer.,SupplierZ,2 years,In Stock
17630382,Widget,249.68,Electronics,79.0,BrandC,Energy situation military many indicate thousand.,SupplierY,1 years,In Stock
34089293,Gadget,338.25,Electronics,15.0,BrandC,Hand face right wife history visit.,SupplierY,1 years,Out of Stock
42946021,Contraption,220.98,Toys,92.0,BrandC,Image movement one idea trade actually paper.,SupplierX,1 years,In Stock
69767173,Whatchamacallit,270.86,Electronics,30.0,BrandA,Natural to some fund might.,SupplierZ,3 years,In Stock
81348800,Thingamajig,428.99,Home,95.0,BrandB,Until animal pass work form see deal girl.,SupplierY,2 years,In Stock
24418089,Gadget,275.13,Grocery,47.0,BrandD,Happen training explain listen office something.,SupplierX,3 years,Limited
46771193,Thingamajig,147.87,Clothing,83.0,BrandB,Unit positive school. Firm gas move affect.,SupplierY,2 years,In Stock
73315148,Thingamajig,68.85,Grocery,77.0,BrandD,Artist sign field tend.,SupplierZ,2 years,Out of Stock
55499811,Contraption,169.93,Grocery,52.0,BrandC,Take audience account blood many.,SupplierX,2 years,Out of Stock
08512680,Contraption,209.91,Books,17.0,BrandD,Both month law class take.,SupplierY,1 years,Out of Stock
55433327,Widget,190.8,Electronics,50.0,BrandA,Woman fine eight through indicate.,SupplierX,1 years,Limited
45414985,Whatchamacallit,77.06,Toys,1.0,BrandC,Late act stage two watch recognize.,SupplierY,3 years,In Stock
07931703,Widget,159.76,Toys,79.0,BrandB,Year property main ball I.,SupplierX,1 years,In Stock
15739841,Widget,325.61,Books,84.0,BrandB,Sing interview upon find store opportunity bed.,SupplierX,2 years,In Stock
07142079,Doohickey,235.75,Grocery,70.0,BrandB,Put worry available face perform trip.,SupplierY,1 years,Limited
20006778,Contraption,165.38,Grocery,53.0,BrandD,How administration young friend night hear.,SupplierZ,3 years,Out of Stock
56536003,Thingamajig,44.03,Toys,80.0,BrandD,Plant paper happen word call agree.,SupplierX,3 years,Limited
03491010,Widget,393.21,Grocery,61.0,BrandA,Evening turn forward page represent success.,SupplierZ,2 years,Out of Stock
13787035,Doohickey,281.18,Toys,39.0,BrandC,Keep stock customer pay ready myself miss its.,SupplierZ,1 years,In Stock
58477090,Thingamajig,158.27,Electronics,67.0,BrandB,When now cut because.,SupplierX,3 years,Out of Stock
63468939,Widget,362.48,Electronics,1.0,BrandB,Bill agent book beat.,SupplierZ,2 years,Limited
08157751,Gadget,399.06,Electronics,31.0,BrandA,Receive company price foot product.,SupplierZ,2 years,Out of Stock
21426582,Doohickey,269.44,Toys,81.0,BrandB,Cultural factor your yeah.,SupplierX,1 years,Limited
75713560,Doohickey,147.19,Home,96.0,BrandD,Oil to sort.,SupplierZ,1 years,Limited
10388242,Thingamajig,404.83,Home,62.0,BrandC,Fish job performance student toward enjoy.,SupplierZ,1 years,In Stock
33715315,Widget,226.77,Books,50.0,BrandA,Why economy hit really guy style on.,SupplierX,1 years,Out of Stock
55667074,Widget,258.23,Toys,89.0,BrandC,Speak onto media. Us agency back miss from lay.,SupplierY,2 years,In Stock
20432959,Doohickey,498.53,Clothing,16.0,BrandD,Doctor action get fill.,SupplierZ,2 years,Limited
39605979,Thingamajig,347.39,Home,81.0,BrandD,Charge job this phone.,SupplierZ,3 years,Limited
94909999,Whatchamacallit,175.43,Grocery,86.0,BrandA,Certainly look chair public.,SupplierZ,2 years,Out of Stock
79222471,Thingamajig,176.27,Toys,48.0,BrandC,Quickly special wish raise owner after.,SupplierY,3 years,Limited
71641423,Thingamajig,152.15,Electronics,75.0,BrandC,Pick court everything oil.,SupplierX,2 years,In Stock
42502128,Widget,125.11,Electronics,31.0,BrandB,State we majority less middle like might.,SupplierZ,3 years,Out of Stock
48333689,Doohickey,85.01,Grocery,16.0,BrandC,Successful how serve tough above.,SupplierZ,2 years,Out of Stock
06454371,Thingamajig,326.63,Clothing,36.0,BrandC,Late act stage two watch recognize.,SupplierY,3 years,Out of Stock
09843240,Gadget,359.5,Toys,38.0,BrandA,Total attack minute party.,SupplierX,2 years,Out of Stock
12437559,Whatchamacallit,85.05,Electronics,37.0,BrandD,Knowledge home your concern.,SupplierY,2 years,In Stock
69557453,Doohickey,215.61,Grocery,97.0,BrandB,Wait trade director.,SupplierX,1 years,Limited
59100782,Gadget,149.74,Electronics,75.0,BrandA,Five information describe seat so.,SupplierZ,3 years,Limited
86902472,Doohickey,408.25,Electronics,34.0,BrandA,Magazine modern move something billion away.,SupplierZ,3 years,Out of Stock
97834960,Gadget,126.06,Clothing,10.0,BrandC,Hair kind again customer. Spend speech any treat.,SupplierZ,2 years,In Stock
85752894,Widget,384.72,Electronics,20.0,BrandD,Other truth billion. Blue wide letter too nice.,SupplierX,3 years,Limited
19912486,Widget,488.81,Clothing,45.0,BrandB,Through real trouble couple third difficult.,SupplierX,2 years,In Stock
98454983,Doohickey,326.63,Home,44.0,BrandA,Bit next seek official center.,SupplierZ,3 years,Limited
29627332,Whatchamacallit,31.69,Grocery,50.0,BrandD,Avoid center paper.,SupplierX,3 years,Out of Stock
53616012,Contraption,330.95,Clothing,37.0,BrandA,Such draw add program tough.,SupplierX,3 years,Limited
95684857,Doohickey,391.07,Clothing,94.0,BrandB,Field speak left machine process.,SupplierX,1 years,Limited
95148847,Widget,133.41,Clothing,37.0,BrandD,Claim hot organization.,SupplierZ,3 years,Limited
21385919,Whatchamacallit,482.06,Toys,96.0,BrandA,At across truth these billion this environmental.,SupplierY,1 years,Limited
44147174,Thingamajig,407.7,Toys,40.0,BrandD,Of continue eight material customer else.,SupplierZ,3 years,Out of Stock
14684524,Doohickey,163.53,Books,60.0,BrandA,Rest decide sea ahead boy.,SupplierZ,1 years,In Stock
25957617,Widget,24.3,Electronics,73.0,BrandC,Body claim chance rest air here specific.,SupplierX,2 years,In Stock
30092938,Thingamajig,40.59,Clothing,14.0,BrandA,As plant chair eat big.,SupplierX,1 years,Limited
40564449,Widget,382.48,Toys,88.0,BrandA,Born mention ten difficult around.,SupplierX,3 years,In Stock
33555584,Doohickey,227.46,Toys,30.0,BrandC,War together eight. Southern view fund outside.,SupplierX,2 years,Out of Stock
88942254,Doohickey,56.72,Electronics,15.0,BrandD,Bad protect plan social country available.,SupplierX,1 years,Limited
24951364,Whatchamacallit,181.03,Grocery,97.0,BrandC,National term family million just.,SupplierZ,3 years,Out of Stock
03111451,Contraption,93.46,Clothing,81.0,BrandD,Walk Democrat player adult.,SupplierY,1 years,Limited
68533892,Doohickey,276.88,Electronics,64.0,BrandC,Your fear sure when sing hold.,SupplierY,1 years,Limited
98127153,Doohickey,402.06,Home,70.0,BrandB,Just whether speech economy between.,SupplierY,2 years,In Stock
03986615,Gadget,71.13,Electronics,10.0,BrandA,Finally security morning simply.,SupplierY,3 years,In Stock
40434322,Gadget,417.12,Electronics,99.0,BrandC,Particular better radio grow help blood.,SupplierX,3 years,Out of Stock
16747494,Contraption,324.43,Grocery,37.0,BrandD,Which human decade commercial item.,SupplierX,2 years,Limited
84578280,Contraption,52.56,Books,24.0,BrandC,Deep family mention arm hospital chance.,SupplierZ,2 years,In Stock
09672048,Thingamajig,50.6,Grocery,5.0,BrandA,Security game establish sign rate.,SupplierX,1 years,Out of Stock
